city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
Santa Paula,30246,15572,14674,2314,2468,2682,2314,2421,3700,4348,3755,1802,1134,1823,1018,467,33.1,23653,5704,57,47,611,17,314,52824.0,24407,15381,11115,5751,2015
Santa Rosa,172066,84743,87323,10341,11480,10773,11170,10451,25090,22972,23413,11557,10076,13391,7038,4314,38.0,53306,98186,3558,1153,8650,846,12601,61050.0,149053,110480,58187,21240,2015
Santa Ynez,4489,2353,2136,53,116,285,417,229,166,583,1069,397,257,527,247,143,49.7,707,3196,43,235,127,1,341,100202.0,3942,3589,1050,547,2015
Santee,56255,27167,29088,3630,3732,3527,3975,3607,7623,7831,8965,3567,2959,4025,1886,928,37.5,9615,40091,903,170,2457,190,5647,76104.0,49785,42323,12952,4831,2015
Saratoga,30817,15058,15759,785,1864,2754,2254,964,1461,3475,6110,2860,1850,3100,2197,1143,48.4,1080,14072,176,89,14484,14,1726,169189.0,29960,27593,6745,687,2015
Saticoy,1251,681,570,78,152,112,130,75,195,258,105,36,32,29,45,4,30.0,1084,92,12,0,24,0,78,51875.0,873,425,522,378,2015
Sausalito,7094,3397,3697,231,180,118,52,351,789,930,1247,585,871,1190,384,166,52.3,593,6002,142,36,222,26,146,122434.0,6746,6024,2070,348,2015
Scotia,814,411,403,88,75,74,46,84,164,95,130,40,6,12,0,0,26.9,24,700,21,48,0,0,42,53621.0,625,383,270,189,2015
Scotts Valley,11780,5730,6050,667,637,829,1045,953,1143,1522,1710,975,641,934,402,322,39.5,1229,9216,94,0,639,0,1174,101475.0,11245,10380,2202,499,2015
Seal Beach,24551,11255,13296,839,894,931,665,841,2192,2175,2737,2032,2035,3625,3651,1934,57.7,3235,17994,207,25,2368,10,1370,55270.0,22921,17589,10255,1269,2015
Seaside,33999,16103,17896,3115,2504,2139,2563,2625,5776,5137,3839,1649,1548,1740,961,403,31.8,14196,11143,2518,203,3295,676,3849,51704.0,25043,18377,9925,7929,2015
Sebastopol,7583,3483,4100,195,217,398,417,298,980,823,922,640,821,1023,561,288,51.3,866,6303,84,26,90,60,308,57560.0,6799,5288,2901,654,2015
Seeley,1324,584,740,179,119,74,60,156,155,118,191,57,81,37,50,47,26.8,1171,132,10,0,0,0,22,23882.0,1034,387,660,258,2015
Selma,24017,11785,12232,1907,2216,1873,1717,2385,3616,3187,2225,1126,1152,1543,783,287,30.6,18958,3315,69,117,1166,10,758,42948.0,19114,10486,10549,4757,2015
Shafter,17513,8904,8609,1651,1742,1792,1739,1341,2586,2453,1919,670,471,682,328,139,26.3,14489,2573,231,41,68,0,222,40881.0,13962,7698,7000,3098,2015
Shandon,1227,713,514,119,151,44,37,45,333,168,75,88,89,60,18,0,31.5,432,671,47,0,4,20,106,57632.0,1018,714,367,209,2015
Shasta,1669,838,831,103,71,85,61,58,60,151,327,158,184,288,78,45,52.7,33,1486,0,50,7,0,186,55755.0,1448,1021,609,221,2015
Shasta Lake,10146,5050,5096,644,747,785,454,448,1235,1380,1509,824,567,888,512,153,40.8,1372,7760,95,263,122,0,1068,42003.0,8472,5014,4987,1674,2015
Sheridan,1567,936,631,142,99,63,11,160,306,227,218,92,161,36,40,12,36.0,504,948,0,33,43,0,78,49083.0,941,573,545,626,2015
Shingle Springs,4533,2389,2144,90,233,186,394,261,411,423,885,447,449,381,348,25,47.3,943,3486,29,0,20,0,110,76708.0,3964,3012,1630,569,2015
Shingletown,2432,1263,1169,146,95,110,131,119,134,60,258,218,396,486,230,49,59.2,130,1937,0,241,76,0,96,45575.0,2123,1137,1624,309,2015
Sierra Madre,11084,5435,5649,624,791,677,331,313,1022,1637,1881,856,1009,1243,500,200,46.2,1610,7667,181,8,1255,41,587,92384.0,10586,9392,2161,498,2015
Signal Hill,11332,5628,5704,919,679,804,909,1009,1570,1767,1651,700,478,517,251,78,33.5,3752,3123,1385,49,2353,75,1190,65773.0,8823,6428,3429,2459,2015
Simi Valley,126103,61912,64191,7218,7325,9117,8797,8395,15168,16899,20749,8967,7625,9850,3971,2022,39.4,31449,77276,1354,255,11347,203,8277,90210.0,113361,96984,28077,12454,2015
Smith River,767,356,411,58,96,89,63,52,64,88,72,24,42,36,24,59,27.7,249,466,0,35,17,0,0,42944.0,724,572,243,43,2015
Snelling,104,51,53,6,3,5,13,0,2,28,4,9,21,13,0,0,44.2,0,96,0,0,0,0,16,49643.0,98,92,27,6,2015
Soda Springs,59,42,17,0,0,0,0,0,0,26,33,0,0,0,0,0,49.2,0,59,0,0,0,0,0,,42,26,16,17,2015
Solana Beach,13253,6352,6901,534,550,702,731,460,1639,1817,2016,1041,1029,1561,759,414,46.3,2022,10320,57,0,431,13,820,96902.0,11644,10137,3335,1600,2015
Soledad,25826,17957,7869,1510,1691,1454,1027,2044,4502,4861,4639,1656,907,939,358,238,36.6,17989,3344,2785,197,612,23,1727,51161.0,11970,6706,6110,3635,2015
Solvang,5456,2698,2758,225,226,253,268,292,430,674,739,439,399,618,445,448,49.5,1415,3870,0,0,72,0,150,67484.0,4909,4120,1835,482,2015
Sonoma,10897,4878,6019,306,557,641,459,390,794,1055,1873,784,950,1724,818,546,51.5,1598,8749,9,20,337,0,368,62516.0,9606,8265,3604,1048,2015
Sonora,4827,2298,2529,212,239,312,207,348,597,506,668,384,349,523,358,124,44.7,560,3549,176,14,314,13,359,34605.0,3992,2265,2495,609,2015
Soquel,10827,5410,5417,673,650,682,705,858,1579,957,1412,1042,921,904,312,132,39.1,2255,7748,11,8,367,0,876,75033.0,9720,7549,3210,1107,2015
Soulsbyville,2071,1027,1044,118,97,184,221,74,318,219,344,71,128,210,73,14,36.1,176,1758,0,10,0,0,254,73656.0,1926,1436,767,145,2015
South Dos Palos,2537,1374,1163,146,208,259,230,295,313,235,498,87,126,66,30,44,29.5,2297,31,209,0,0,0,0,44571.0,1876,1098,910,661,2015
South El Monte,20483,10179,10304,1463,1449,1377,1550,1808,3056,2545,2627,1544,853,1046,846,319,33.4,17253,711,15,65,2350,47,50,40938.0,14709,6876,8459,5746,2015
South Gate,95350,47028,48322,7105,7455,7216,7886,8502,15143,13192,11525,5187,4185,4821,2274,859,31.0,91065,2812,684,0,535,94,265,43552.0,69882,37557,35026,25395,2015
South Lake Tahoe,21437,11508,9929,1338,1214,874,1342,1735,3204,3067,2955,1549,1628,1602,720,209,38.0,7161,12119,360,58,1262,24,906,39793.0,17469,12166,7605,3741,2015
South Pasadena,25999,12664,13335,1511,1627,1820,1698,972,3569,4235,3998,1617,1522,1965,997,468,40.1,5289,11071,477,54,7636,39,2730,78957.0,22805,19953,4901,3029,2015
South San Francisco,66217,32854,33363,4046,3741,4000,3268,4169,9817,9307,9477,4335,4301,5232,2949,1575,38.9,22830,13319,1446,53,24826,1566,4144,81439.0,60940,50190,17860,5129,2015
South San Gabriel,8886,4148,4738,508,304,413,370,553,1243,1022,1159,686,589,1074,499,466,45.3,3191,660,91,0,4840,0,208,64474.0,7403,4047,3979,1242,2015
South Whittier,59358,28995,30363,4353,4354,4166,4633,4455,9413,7914,7668,3590,2745,3317,1900,850,33.4,45705,9117,435,227,2593,16,2189,62592.0,48704,33021,18943,10613,2015
Spreckels,761,472,289,90,100,63,20,30,66,113,95,26,94,35,17,12,35.4,37,703,0,0,21,0,0,82396.0,747,736,81,14,2015
Springville,763,329,434,30,76,0,37,16,64,81,60,101,40,70,116,72,57.2,107,609,0,21,0,0,52,30861.0,737,478,577,26,2015
Squaw Valley,2796,1539,1257,44,68,340,194,132,260,189,531,261,180,329,181,87,50.4,314,2158,0,68,75,0,362,64325.0,2584,1454,1486,212,2015
Stanford,14213,7931,6282,469,280,215,3671,4913,2842,487,311,231,194,337,178,85,22.0,1933,6918,529,77,3806,53,1790,49375.0,13836,13495,999,377,2015
Stanton,38625,18904,19721,2841,2885,2669,2905,2871,5958,4925,5357,2373,1766,2352,1197,526,33.5,19814,7441,984,148,9251,198,1578,46801.0,29872,18043,13665,8680,2015
Stevenson Ranch,19408,9483,9925,1156,1657,2247,1660,848,1491,3229,3947,1033,675,887,407,171,37.8,2875,11163,626,0,4047,0,1388,119394.0,18328,16666,2655,1080,2015
Stevinson,290,147,143,11,10,5,34,3,48,81,35,5,0,58,0,0,37.6,14,255,0,21,0,0,0,,198,99,126,92,2015
Stinson Beach,462,212,250,29,0,10,12,0,25,23,40,80,27,197,19,0,63.5,5,452,5,0,0,0,0,108750.0,462,406,143,0,2015
Stockton,299722,146507,153215,23724,24687,24775,23681,24376,43891,35942,34929,16820,14026,18990,9074,4807,31.3,126048,64817,32845,883,62846,2007,20334,44797.0,251848,146540,129161,45815,2015
Stratford,1020,436,584,99,92,102,59,39,194,74,125,55,84,76,0,21,28.1,817,187,0,16,0,0,0,22401.0,666,193,527,354,2015
Strathmore,2920,1489,1431,279,227,391,201,376,352,381,247,191,80,148,32,15,24.9,2428,492,0,0,0,0,0,24844.0,2325,410,2008,595,2015
Suisun City,28867,14393,14474,1972,2428,2107,1964,1762,5068,3726,3826,1914,1518,1740,666,176,33.2,7231,7393,6097,50,5697,412,3915,66452.0,25280,17822,9720,3188,2015
Sultana,916,390,526,106,129,103,111,50,118,116,77,38,16,17,26,9,20.7,872,40,0,0,4,0,0,24950.0,668,106,574,248,2015
Summerland,1505,739,766,46,0,33,16,107,103,270,348,207,85,247,43,0,50.2,144,1013,31,0,250,0,100,76973.0,1333,1166,327,172,2015
Sunnyside-Tahoe City,1450,843,607,103,84,65,32,82,257,179,153,143,145,175,32,0,42.1,254,1123,0,4,36,0,66,59727.0,1015,844,327,435,2015
Sunnyvale,148178,75706,72472,12106,9277,7631,6256,7461,30273,24137,19385,8386,6273,9085,5555,2353,35.4,26480,50293,2851,206,62217,602,10562,105401.0,135620,118157,28916,11984,2015
Sunol,985,535,450,32,50,28,63,52,85,79,170,130,111,128,54,3,50.9,81,811,0,0,43,4,78,72500.0,936,735,307,49,2015
Susanville,16048,12449,3599,535,391,451,772,2228,4351,2919,2133,744,403,587,330,204,33.4,4292,8240,2184,474,364,172,644,47857.0,6535,4553,2925,606,2015
Sutter,3195,1598,1597,170,242,328,208,254,393,500,425,194,189,171,115,6,35.0,446,2524,0,42,22,13,296,72703.0,2835,2323,777,360,2015
Sutter Creek,2083,939,1144,97,63,96,169,48,101,163,347,265,175,298,161,100,53.9,215,1747,0,72,21,0,56,40707.0,1935,1320,1098,148,2015
Taft,9130,5551,3579,607,519,557,627,725,1425,1468,1329,491,464,489,321,108,35.6,3481,4866,153,0,211,0,838,51369.0,5984,3927,2680,936,2015
Talmage,1547,801,746,91,86,52,194,142,131,172,254,75,86,90,144,30,36.3,800,606,18,10,84,0,58,73523.0,1389,927,599,158,2015
Tehachapi,13536,9206,4330,740,655,874,854,556,2330,2804,2275,643,511,729,481,84,37.7,4708,7122,1023,128,176,38,598,41705.0,7804,5241,3594,920,2015
Tehama,410,186,224,15,40,23,19,8,28,81,46,25,42,50,19,14,44.3,42,359,0,9,0,0,0,36250.0,365,212,219,45,2015
Temecula,107153,52219,54934,6532,8063,9831,10211,7064,12254,15236,17401,5718,4677,6357,2865,944,34.6,27246,59652,3098,1208,10822,413,9137,79925.0,94720,80120,23597,11321,2015
Temple City,36079,17136,18943,1866,2052,2079,2360,2016,3834,5019,5880,2752,2359,3075,1960,827,42.9,7195,7363,183,0,20546,104,1363,64372.0,30763,23342,10297,4897,2015
Templeton,7377,3384,3993,449,579,433,519,250,666,783,1096,604,623,624,425,326,45.1,1039,5910,17,54,173,0,345,66169.0,6504,5302,2248,776,2015
Terra Bella,2526,1270,1256,191,256,290,273,155,354,206,309,119,172,156,45,0,27.0,2334,125,39,0,28,0,0,30074.0,2097,425,1807,429,2015
Thermal,3106,1843,1263,271,249,266,164,406,432,546,374,62,62,143,131,0,28.8,3103,3,0,0,0,0,0,25643.0,2039,678,1362,1067,2015
Thornton,916,453,463,70,61,70,87,86,90,130,80,61,58,20,99,4,33.3,635,212,0,4,59,0,12,33036.0,723,317,502,193,2015
Thousand Oaks,128565,62867,65698,5670,8419,8902,9496,7445,13170,15753,21109,9319,8379,11747,5927,3229,42.4,23720,87583,1491,159,11875,74,7274,100946.0,116699,102344,29910,11402,2015
Thousand Palms,8222,3642,4580,603,532,455,462,330,1286,695,843,436,868,723,750,239,42.1,4913,2999,155,35,23,23,115,42727.0,6512,3588,3911,1710,2015
Three Rivers,2185,1156,1029,69,60,60,72,81,148,205,345,271,182,439,134,119,55.9,215,1857,0,29,22,8,108,45833.0,1890,1475,884,295,2015
Tiburon,9158,4247,4911,359,568,706,449,269,576,762,1718,568,783,1315,808,277,50.2,685,7837,33,0,313,36,422,131542.0,8972,7974,2611,153,2015
Tipton,2787,1514,1273,189,289,389,313,233,385,342,384,97,68,42,37,19,24.6,2364,371,0,0,0,0,104,31445.0,2017,418,1668,770,2015
Tomales,208,62,146,0,0,0,0,0,21,19,46,35,49,0,38,0,58.0,0,162,0,0,0,0,92,,173,173,38,35,2015
Topanga,8419,4052,4367,518,806,464,375,221,720,1028,1931,665,428,659,508,96,45.4,629,7067,91,0,351,0,523,112330.0,7766,6812,1731,653,2015
Torrance,147589,72118,75471,8028,8261,8796,8905,9053,17243,19911,25042,10549,7975,11963,7725,4138,41.8,24850,60601,3841,332,49989,732,13998,79549.0,133706,112180,35976,13091,2015
Tracy,85284,43458,41826,6075,6676,8277,7242,5780,10294,13036,12627,4972,3539,4411,1782,573,33.6,32483,29568,4837,287,12683,495,9682,76310.0,76936,60774,21591,8116,2015
Tranquillity,691,303,388,81,69,61,45,13,58,74,20,31,62,127,35,15,38.2,509,182,0,0,0,0,0,29792.0,590,194,492,101,2015
Traver,711,344,367,51,72,83,51,49,104,89,96,23,21,39,31,2,30.1,551,120,0,28,0,0,21,38942.0,503,171,344,208,2015
Tres Pinos,472,247,225,20,19,66,17,14,62,80,63,40,49,25,7,10,42.0,107,339,8,0,6,0,24,76429.0,406,358,65,66,2015
Trinidad,219,110,109,6,3,4,1,0,13,45,16,29,31,44,25,2,56.8,6,198,0,5,1,0,18,52083.0,195,150,92,24,2015
Trona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,2015
Truckee,16184,8610,7574,1000,1118,1206,881,508,2247,3023,2689,1292,993,844,305,78,38.0,2744,12766,76,46,387,12,306,77320.0,13545,11416,3445,2639,2015
Tulare,61204,29776,31428,5573,5886,5213,4514,5177,8928,7890,6570,3533,2385,3143,1516,876,29.7,35807,20381,1917,636,1310,91,2102,46659.0,50396,29222,25218,10508,2015
Tulelake,1000,503,497,77,82,46,96,94,128,115,102,95,38,73,49,5,34.2,574,409,0,4,0,0,26,32279.0,699,276,480,301,2015
Tuolumne City,1763,840,923,131,112,40,34,89,243,266,165,137,79,308,114,45,40.6,212,1469,2,11,2,0,134,29444.0,1597,936,1003,166,2015
Tupman,206,108,98,19,13,22,17,27,39,7,32,4,2,20,4,0,27.8,32,163,0,1,0,0,20,36250.0,192,84,112,14,2015
Turlock,70596,34364,36232,4780,5615,5082,5595,5317,10071,9416,8027,3933,3521,4980,2607,1652,33.6,26766,35211,1489,293,4281,380,4044,51401.0,61035,42286,24833,9071,2015
Tustin,78787,38651,40136,6000,4963,5625,5284,5543,13133,12321,10673,4342,3720,3848,2439,896,34.2,31698,25685,1848,436,16441,390,4371,71897.0,66823,51591,19539,11734,2015
Twain Harte,2297,1071,1226,0,19,115,122,236,139,83,318,236,396,343,184,106,56.5,169,2110,0,18,0,0,0,45642.0,1847,1472,960,450,2015
Twentynine Palms,25769,13850,11919,3314,1993,945,1818,5603,4963,2208,1866,934,628,898,476,123,23.9,6373,14579,2091,286,812,256,2583,41582.0,17940,13517,6132,1518,2015
Ukiah,15936,7806,8130,1179,1066,975,1408,1045,1989,1924,2273,893,883,1264,564,473,36.6,4440,9708,134,367,329,153,1513,39634.0,13610,7667,7961,1972,2015
Union City,72690,36057,36633,5084,4188,3840,4004,4811,11494,10297,9889,4882,4056,6024,2918,1203,37.8,15594,9967,3787,250,38355,1104,6977,85521.0,66299,51255,20732,6219,2015
Upland,75542,35379,40163,4918,4512,4704,4978,5810,10334,9701,10495,5370,4052,6123,3173,1372,37.4,29968,32646,3837,103,6441,96,4565,60779.0,65601,47511,24229,9481,2015
Upper Lake,712,392,320,17,66,50,54,69,77,99,36,35,51,95,35,28,38.8,170,464,0,33,4,0,82,32381.0,648,284,493,64,2015
Vacaville,94795,49643,45152,5601,5893,6480,6501,6641,13738,12518,14358,6163,5665,6570,3038,1629,37.3,21552,51788,8839,239,6115,235,11868,74001.0,79575,66411,24371,6874,2015
Valinda,24026,12209,11817,1330,1472,1962,2070,1932,4023,3054,2942,1779,1327,1193,673,269,32.4,19151,1773,178,36,2739,10,190,65849.0,18720,11911,7752,5299,2015
Vallecito,482,245,237,21,66,43,60,0,72,56,62,0,32,36,20,14,33.2,0,482,0,0,0,0,0,46316.0,457,325,187,25,2015
Vallejo,118995,57439,61556,7409,6603,6605,7329,9474,16689,14271,16666,9076,8755,9425,4432,2261,38.3,29637,29710,24550,452,27767,1026,11545,57028.0,102068,72483,42905,16344,2015
Valley Center,10261,5162,5099,585,718,858,647,471,1345,933,1724,1029,728,829,367,27,39.5,2048,7301,52,377,116,74,497,82799.0,8187,6348,2573,2035,2015
Valley Home,290,130,160,3,2,3,46,16,22,27,40,58,21,17,32,3,49.3,95,189,3,3,0,0,0,39338.0,200,123,114,90,2015
Valley Springs,3321,1640,1681,19,67,171,255,188,235,387,575,370,308,472,181,93,52.8,349,2884,19,19,0,0,100,63155.0,2777,2217,1231,544,2015
Val Verde,2697,1321,1376,195,169,197,312,212,306,392,453,194,115,128,20,4,34.2,1794,575,134,0,83,0,222,72031.0,2007,1475,653,690,2015
Vandenberg AFB,3317,1901,1416,634,343,183,132,637,985,300,36,38,22,7,0,0,23.5,739,1789,247,17,127,0,796,58893.0,2338,2312,163,15,2015
Victor,592,288,304,71,83,167,28,34,79,79,26,0,0,25,0,0,14.1,556,36,0,0,0,0,0,,536,140,396,56,2015
Victorville,120703,59326,61377,10651,10864,11195,10891,8663,18531,15990,13415,5090,4938,6818,2841,816,29.3,64037,29128,18536,356,5332,238,6031,45894.0,97572,57863,47854,18370,2015
Villa Park,5947,3014,2933,140,384,333,441,348,413,493,1051,499,330,788,514,213,49.9,481,4268,135,0,936,0,254,137083.0,5656,4797,1829,291,2015
Vina,181,93,88,0,8,0,16,0,8,30,31,9,33,23,15,8,52.7,55,109,0,0,8,0,18,35250.0,151,105,85,30,2015
Visalia,127842,62727,65115,11218,10452,9658,9849,8819,18648,16582,15629,5929,6527,8736,3708,2087,32.1,60808,55127,2084,554,6484,169,5054,52157.0,110861,71017,50419,15970,2015
Vista,97564,48710,48854,6494,6901,6270,5960,8723,17372,13697,13240,4999,3963,5090,3239,1616,33.4,46766,40985,2805,117,4792,162,3811,50601.0,76910,54638,29343,18506,2015
Walnut,29970,14865,15105,1131,1414,1923,2059,2257,3421,3405,4719,2475,2643,3041,1014,468,43.5,5810,3581,856,45,18982,0,1327,100184.0,27186,22935,6054,2771,2015
Walnut Creek,66799,30936,35863,2954,2672,3474,3264,2994,7636,7782,9440,4166,4018,8163,6312,3924,47.9,6279,47436,1358,125,9443,90,4008,82120.0,61997,54548,20876,3952,2015
Walnut Grove,1253,558,695,75,44,76,56,207,66,78,196,118,80,165,80,12,48.2,454,750,7,0,42,0,0,54167.0,1104,781,432,149,2015
Walnut Park,16054,8368,7686,946,997,1153,1424,1230,2500,2222,2152,748,796,1150,495,241,33.8,15524,190,0,54,183,21,145,42400.0,11602,5769,6335,4452,2015
Wasco,25973,15747,10226,2279,1934,1852,1892,2991,5000,3712,3009,970,897,793,443,201,28.8,20637,3119,1745,72,167,23,397,39580.0,15419,6774,9276,4696,2015
Waterford,8649,4274,4375,635,755,847,1057,500,1059,1029,1430,463,364,378,60,72,31.1,4278,3832,111,48,166,6,416,44936.0,7198,4378,3310,1451,2015
Watsonville,52543,26577,25966,5089,4494,3890,4303,4807,7247,7173,5942,2537,2176,2389,1520,976,30.1,42828,7493,104,68,1558,116,728,46018.0,42632,23315,22821,9701,2015
Weaverville,3151,1499,1652,191,140,180,185,35,335,301,508,242,354,235,299,146,50.1,110,2543,16,224,87,1,340,40669.0,2639,1576,1373,409,2015
Weed,2823,1351,1472,156,196,216,423,250,306,279,374,135,134,218,108,28,30.3,600,1750,210,104,57,1,202,27900.0,2363,1416,1315,413,2015
Weldon,2752,1637,1115,187,63,111,111,71,129,146,534,138,241,584,396,41,55.8,69,2312,0,325,0,0,46,28262.0,2364,1306,1606,388,2015
Weott,237,122,115,0,0,0,39,40,29,0,44,85,0,0,0,0,51.5,0,237,0,0,0,0,0,40357.0,197,168,29,40,2015
West Covina,107837,52151,55686,6159,6246,7506,7936,7908,15402,14011,14475,7545,6226,7625,4297,2501,36.9,58645,14570,4422,191,28147,23,3656,69189.0,91768,67028,31695,15582,2015
West Hollywood,35332,20178,15154,464,413,393,255,1938,10472,6137,6317,1873,1855,2596,1624,995,40.7,4697,26195,1432,38,1625,81,2435,56317.0,30245,24967,7903,5074,2015
Westlake Village,8471,4193,4278,312,342,535,639,348,641,638,1415,793,712,1182,692,222,51.0,691,6664,89,0,605,0,844,113884.0,8158,7183,2421,306,2015
Westley,759,392,367,24,158,157,92,13,82,118,82,23,0,0,0,10,15.6,698,61,0,0,0,0,0,21944.0,631,10,631,128,2015
Westminster,91719,45348,46371,4411,4592,5994,6057,6551,11969,12380,13771,6037,5213,7819,5190,1735,40.7,21241,22450,710,268,44072,568,4771,53455.0,77407,47565,35991,14061,2015
Westmorland,1750,806,944,153,187,152,153,75,255,146,180,111,107,101,101,29,28.4,1574,115,39,22,0,0,0,22452.0,1364,259,1169,386,2015
West Point,628,281,347,21,0,26,67,0,0,110,75,17,79,155,31,47,57.9,81,547,0,0,0,0,0,27978.0,598,230,517,30,2015
West Sacramento,50747,24831,25916,4062,3663,3425,3549,4092,7969,6931,6265,2639,2494,3294,1762,602,33.5,15995,24025,2117,418,5247,624,4603,52763.0,43890,31080,16732,6657,2015
West Whittier-Los Nietos,27114,13755,13359,1350,1719,1741,2119,2153,4159,3839,3424,1688,1699,1663,1132,428,36.1,23928,2244,216,243,417,25,82,65363.0,21824,15205,7904,5235,2015
Westwood,1595,858,737,154,92,93,94,135,186,163,198,171,92,100,108,9,37.1,118,1411,0,30,0,0,72,34464.0,1387,945,724,208,2015
Wheatland,3543,1855,1688,155,161,359,338,227,541,480,587,285,127,168,93,22,34.3,728,2306,108,6,255,0,280,63521.0,3136,2346,1110,367,2015
Whittier,86688,42259,44429,5474,5484,5826,6933,6993,12089,12356,11873,4856,4016,5395,3444,1949,35.6,58550,21967,920,184,3597,99,2430,66457.0,75239,57963,23721,10924,2015
Wildomar,34220,17565,16655,2270,2403,2299,3105,2656,4787,4189,4473,2321,2092,1970,1120,535,33.8,13677,16414,1514,172,1554,137,1414,62489.0,28383,19995,11298,5743,2015
Williams,5159,2805,2354,329,368,380,423,451,814,702,672,267,287,276,144,46,33.4,3932,1044,15,11,143,0,28,52484.0,3837,2049,2098,1231,2015
Willits,4853,2109,2744,368,282,166,239,417,466,407,672,536,418,440,312,130,46.4,907,3582,4,142,35,0,366,30678.0,3981,2026,2519,808,2015
Willow Creek,1553,878,675,84,129,79,10,108,204,227,199,185,178,112,38,0,41.3,187,1099,0,55,0,13,398,32778.0,1191,651,677,362,2015
Willows,6111,3178,2933,436,453,514,540,385,747,852,839,186,389,365,305,100,34.3,1950,3421,150,215,181,0,388,39274.0,4866,3403,2228,1068,2015
Wilton,5030,2359,2671,122,213,462,295,266,472,400,850,546,507,480,312,105,49.1,668,3607,110,21,298,5,601,94129.0,4732,4274,1398,291,2015
Winchester,2824,1456,1368,93,96,256,205,313,220,343,638,133,100,366,46,15,41.7,736,1903,37,0,36,0,224,58103.0,2401,1492,1018,423,2015
Windsor,27205,13754,13451,1469,2030,1821,2350,1444,2797,3444,4466,1839,1634,2100,1377,434,39.9,8271,17034,58,196,1003,0,1139,85291.0,24657,20473,7112,2548,2015
Winterhaven,171,90,81,32,0,0,14,0,0,0,56,0,9,21,39,0,53.8,14,69,0,53,0,0,70,,162,9,153,9,2015
Winters,6927,3406,3521,360,494,405,476,448,1056,766,993,764,437,491,183,54,38.3,3543,3020,53,79,110,0,244,66959.0,6145,4965,1901,770,2015
Winton,11669,5896,5773,1173,1176,1310,1204,915,1520,1279,1615,414,413,344,259,47,25.4,8653,1897,303,9,627,121,95,41118.0,9417,4342,5957,2252,2015
